Method Name,Individual Word,Dictionary Word,POS Tag,Length (Characters)
array1d,array,True,VERB,5
array1d,1,True,NUM,1
array1d,d,True,X,1
array2d,array,True,VERB,5
array2d,2,True,NUM,1
array2d,d,True,X,1
generateOutputMappings,generate,True,VERB,8
generateOutputMappings,Output,True,NOUN,6
generateOutputMappings,Mappings,True,NOUN,8
compute_input_multiplies_with_weight,compute,True,VERB,7
compute_input_multiplies_with_weight,input,True,NOUN,5
compute_input_multiplies_with_weight,multiplies,True,NOUN,10
compute_input_multiplies_with_weight,with,True,ADP,4
compute_input_multiplies_with_weight,weight,True,NOUN,6
getMatrixSliceFromInputHighlights,get,True,VERB,3
getMatrixSliceFromInputHighlights,Matrix,True,VERB,6
getMatrixSliceFromInputHighlights,Slice,True,NOUN,5
getMatrixSliceFromInputHighlights,From,True,ADP,4
getMatrixSliceFromInputHighlights,Input,True,NOUN,5
getMatrixSliceFromInputHighlights,Highlights,True,NOUN,10
getMatrixSliceFromOutputHighlights,get,True,VERB,3
getMatrixSliceFromOutputHighlights,Matrix,True,VERB,6
getMatrixSliceFromOutputHighlights,Slice,True,NOUN,5
getMatrixSliceFromOutputHighlights,From,True,ADP,4
getMatrixSliceFromOutputHighlights,Output,True,NOUN,6
getMatrixSliceFromOutputHighlights,Highlights,True,NOUN,10
getVisualizationSizeConstraint,get,True,VERB,3
getVisualizationSizeConstraint,Visualization,True,NOUN,13
getVisualizationSizeConstraint,Size,True,NOUN,4
getVisualizationSizeConstraint,Constraint,True,VERB,10
getDataRange,get,True,VERB,3
getDataRange,Data,True,NOUN,4
getDataRange,Range,True,NOUN,5
gridData,grid,True,NOUN,4
gridData,Data,True,NOUN,4
getExtent,get,True,VERB,3
getExtent,Extent,True,NOUN,6
getMidCoords,get,True,VERB,3
getMidCoords,Mid,True,PROPN,3
getMidCoords,Coords,False,NOUN,6
getOutputKnot,get,True,VERB,3
getOutputKnot,Output,True,NOUN,6
getOutputKnot,Knot,True,NOUN,4
getInputKnot,get,True,VERB,3
getInputKnot,Input,True,NOUN,5
getInputKnot,Knot,True,NOUN,4
getLinkData,get,True,VERB,3
getLinkData,Link,True,NOUN,4
getLinkData,Data,True,NOUN,4
gappedColorScale,gapped,False,VERB,6
gappedColorScale,Color,True,NOUN,5
gappedColorScale,Scale,True,NOUN,5
moveLegend,move,True,VERB,4
moveLegend,Legend,True,VERB,6
logitCircleMouseOverHandler,logit,False,VERB,5
logitCircleMouseOverHandler,Circle,True,NOUN,6
logitCircleMouseOverHandler,Mouse,True,NOUN,5
logitCircleMouseOverHandler,Over,True,ADP,4
logitCircleMouseOverHandler,Handler,True,NOUN,7
logitCircleMouseLeaveHandler,logit,False,VERB,5
logitCircleMouseLeaveHandler,Circle,True,NOUN,6
logitCircleMouseLeaveHandler,Mouse,True,NOUN,5
